date,avgterrornegemo,avgterrornousnegemo,avgterrornodronenegemo,avgusnegemo,avgdronenegemo,avgusnodronenegemo,avgusnoterrornegemo,avgterrorposemo,avgterrornousposemo,avgterrornodroneposemo,avgusposemo,avgdroneposemo,avgusnodroneposemo,avgusnoterrorposemo,avgterroranger,avgterrornousanger,avgterrornodroneanger,avgusanger,avgdroneanger,avgusnoterroranger,topterrornegemo,topterrornousnegemo,topterrornodronenegemo,topusnegemo,topusnodronenegemo,topusnoterrornegemo,topterrorposemo,topterrornousposemo,topterrornodroneposemo,topusposemo,topusnodroneposemo,topusnoterrorposemo,topterroranger,topterrornousanger,topterrornodroneanger,topusanger,topusnodroneanger,topusnoterroranger,senavgterrornegemo,senavgterrornousnegemo,senavgterrornodronenegemo,senavgterrorposemo,senavgterrornousposemo,senavgterrornodroneposemo,senavgterroranger,senavgterrornousanger,senavgterrornodroneanger,senavgusnegemo,senavgusnodronenegemo,senavgusnoterrornegemo,senavgusposemo,senavgusnodroneposemo,senavgusnoterrorposemo,senavgusanger,senavgusnodroneanger,senavgusnoterroranger,numdrone,numus,numterror,avgusnodroneanger
16896,-0.84125483,-0.5973689,-0.75605148,0.89023364,-0.69473714,1.2513987,1.1622483,1.0059059,1.8457457,1.2056634,0.43389121,-0.6445893,0.67381358,0.63071728,-0.78633791,-0.55275965,-0.70006889,-0.28979766,-0.65418363,-0.052707095,-0.68841386,-0.47929955,-0.61272794,1.2955034,1.625156,1.5496745,-0.64766002,-0.45283544,-0.59058928,0.54085016,0.74083823,0.70768017,-0.62090892,-0.43193236,-0.54730368,-0.015321376,0.298933,0.19752531,-0.69643229,-0.5021047,-0.6226024,1.0793695,1.7782784,1.2421212,-0.61883265,-0.44336307,-0.55048877,0.68949395,1.0691618,0.92993218,0.37295905,0.539249,0.51345342,-0.50257248,-0.18148054,-0.32383633,-0.6422737,0.6938353,-0.2246667,0.0619835
16897,-0.84125483,-0.5973689,-0.75605148,-0.32493916,-0.69473714,0.063468732,-0.040041957,-0.77945006,-0.56245095,-0.70972836,2.7840135,-0.6445893,2.8937907,2.8874168,-0.78633791,-0.55275965,-0.70006889,-0.79011869,-0.65418363,-0.56275529,-0.68841386,-0.47929955,-0.61272794,-0.42363435,-0.10178034,-0.18065329,-0.64766002,-0.45283544,-0.59058928,1.4081333,1.5789748,1.549876,-0.62090892,-0.43193236,-0.54730368,-0.43129537,-0.14474858,-0.23338081,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-0.36299363,-0.032232702,-0.14813295,2.5169947,2.666466,2.6647513,-1.0151353,-0.74734521,-0.86379796,-0.6422737,0.9525335,-0.8545672,-0.4525989
16898,-0.84125483,-0.5973689,-0.75605148,-0.59543014,-0.69473714,-0.2009581,-0.30766532,-0.77945006,-0.56245095,-0.70972836,4.2723269,-0.6445893,4.2996845,4.3165665,-0.78633791,-0.55275965,-0.70006889,-0.86519253,-0.65418363,-0.63928866,-0.68841386,-0.47929955,-0.61272794,-0.6127373,-0.2917411,-0.37098712,-0.64766002,-0.45283544,-0.59058928,3.0418949,3.1578312,3.136379,-0.62090892,-0.43193236,-0.54730368,-0.67533344,-0.40504178,-0.48617905,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-0.65623605,-0.33910146,-0.44850174,2.875612,3.0222702,3.0245833,-0.61869746,-0.30968145,-0.44616869,-0.6422737,0.176439,-0.8545672,-0.5298126
16899,-0.84125483,-0.5973689,-0.75605148,0.068635844,-0.69473714,0.44822019,0.34936059,-0.77945006,-0.56245095,-0.70972836,0.40800571,-0.6445893,0.64936161,0.60586083,-0.78633791,-0.55275965,-0.70006889,-0.054034885,-0.65418363,0.18763934,-0.68841386,-0.47929955,-0.61272794,0.032905173,0.35683021,0.27885792,-0.64766002,-0.45283544,-0.59058928,0.37501907,0.58058017,0.54664594,-0.62090892,-0.43193236,-0.54730368,-0.10544915,0.20280191,0.10416224,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-0.58594579,-0.26554495,-0.37650329,0.73892814,0.90234727,0.88066208,-0.57783866,-0.26457375,-0.40312585,-0.6422737,-0.0822592,-0.8545672,0.3044666
16900,-0.84125483,-0.5973689,-0.75605148,0.17554274,-0.69473714,0.55273032,0.45513409,-0.77945006,-0.56245095,-0.70972836,0.24376228,-0.6445893,0.49421364,0.44814643,-0.78633791,-0.55275965,-0.70006889,0.036950819,-0.65418363,0.28039396,-0.68841386,-0.47929955,-0.61272794,0.76789731,1.0951566,1.0186342,-0.64766002,-0.45283544,-0.59058928,-0.22771776,-0.001900651,-0.038655944,-0.62090892,-0.43193236,-0.54730368,0.55594945,0.90825564,0.78930295,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,1.0208468,1.4159119,1.2693377,0.96319717,1.1248571,1.1056907,0.10959259,0.49434409,0.32105175,-0.6422737,0.6938353,-0.8545672,0.3980457
16901,-0.84125483,-0.5973689,-0.75605148,-0.39165685,-0.19120175,-0.33753991,-0.10605234,-0.77945006,-0.56245095,-0.70972836,0.510185,-0.55065554,0.69654977,0.70397824,-0.78633791,-0.55275965,-0.70006889,-0.37048486,-0.21748817,-0.13496302,-0.68841386,-0.47929955,-0.61272794,-0.60253751,-0.63703096,-0.36072096,-0.64766002,-0.45283544,-0.59058928,0.20149875,0.36129469,0.37814492,-0.62090892,-0.43193236,-0.54730368,-0.55454689,-0.58021384,-0.36105669,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.33148918,0.4410961,0.56322718,-0.27028373,-0.098947927,-0.13196813,0.55585837,0.81875372,0.79117244,-0.0617741,1.46993,-0.8545672,-0.3063686
16902,-0.84125483,-0.5973689,-0.75605148,-0.24416524,-0.69473714,0.14243177,0.03987563,-0.77945006,-0.56245095,-0.70972836,0.024265982,-0.6445893,0.2868726,0.2373756,-0.78633791,-0.55275965,-0.70006889,-0.79491794,-0.65418363,-0.56764781,-0.68841386,-0.47929955,-0.61272794,-0.20882823,0.11400022,0.03555103,-0.64766002,-0.45283544,-0.59058928,0.080788769,0.29623801,0.26092663,-0.62090892,-0.43193236,-0.54730368,-0.67625785,-0.40602773,-0.48713663,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,0.84914809,1.2362347,1.0934663,-0.94708687,-0.77044195,-0.81106371,-1.1423352,-0.88777268,-0.99779725,-0.6422737,-0.8583537,-0.8545672,-0.4575349
16903,-0.84125483,-0.5973689,-0.75605148,-2.3585424,-0.69473714,-1.9245433,-2.0520861,-0.77945006,-0.56245095,-0.70972836,-2.5960636,-0.6445893,-2.1883483,-2.27879,-0.78633791,-0.55275965,-0.70006889,-1.700775,-0.65418363,-1.4911164,-0.68841386,-0.47929955,-0.61272794,-1.8428237,-1.5274076,-1.6090803,-0.64766002,-0.45283544,-0.59058928,-1.9283342,-1.6453651,-1.69008,-0.62090892,-0.43193236,-0.54730368,-1.3741697,-1.1504269,-1.2101012,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.6622661,-1.3918797,-1.4789804,-1.6502589,-1.468098,-1.5166175,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.634448,-0.8545672,-1.389213
16904,-0.84125483,-0.5973689,-0.75605148,0.25324798,-0.69473714,0.62869352,0.53201556,-0.77945006,-0.56245095,-0.70972836,0.3160446,-0.6445893,0.56249309,0.51755536,-0.78633791,-0.55275965,-0.70006889,0.27666301,-0.65418363,0.52476656,-0.68841386,-0.47929955,-0.61272794,0.46391639,0.78979665,0.71267462,-0.64766002,-0.45283544,-0.59058928,0.11461405,0.32892653,0.29377347,-0.62090892,-0.43193236,-0.54730368,0.3669785,0.70669746,0.59354854,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-0.55231071,-0.23034696,-0.34205082,-0.25630018,-0.085074067,-0.11793721,-0.75377339,-0.45880407,-0.58846509,-0.6422737,0.4351372,-0.8545672,0.6445908
16905,-0.021551583,-0.5973689,0.13422494,0.62836629,-0.69473714,0.9954021,0.27920124,-0.77945006,-0.56245095,-0.70972836,0.9040395,-0.6445893,1.117926,1.0821761,-0.27408433,-0.55275965,-0.13505033,0.91208559,-0.65418363,0.80726957,-0.026119899,-0.47929955,0.096397474,0.6962952,1.0232296,0.40697896,-0.64766002,-0.45283544,-0.59058928,0.78345954,0.97529435,0.94327182,-0.23797742,-0.43193236,-0.13254739,0.8401984,1.2114381,0.76919407,0.14154552,-0.5021047,0.2749666,-0.5589726,-0.40780011,-0.50744992,0.09904778,-0.44336307,0.23408365,0.58472747,0.95952702,-0.095156826,-0.1491899,0.021196011,-0.010464123,1.0810966,1.5668757,0.5130285,-0.6422737,1.211232,-0.2246667,1.298126
16906,-0.84125483,-0.5973689,-0.75605148,-2.3585424,-0.69473714,-1.9245433,-2.0520861,-0.77945006,-0.56245095,-0.70972836,1.5592251,-0.6445893,1.7368287,1.7113166,-0.78633791,-0.55275965,-0.70006889,-1.700775,-0.65418363,-1.4911164,-0.68841386,-0.47929955,-0.61272794,-1.8428237,-1.5274076,-1.6090803,-0.64766002,-0.45283544,-0.59058928,1.2577101,1.4336069,1.4038041,-0.62090892,-0.43193236,-0.54730368,-1.3741697,-1.1504269,-1.2101012,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,-1.6622661,-1.3918797,-1.4789804,0.47843474,0.64389729,0.61928636,-1.2815777,-1.0414951,-1.1444829,-0.6422737,-1.37575,-0.8545672,-1.389213
16907,-0.84125483,-0.5973689,-0.75605148,1.2129337,-0.69473714,1.566864,1.4815272,-0.77945006,-0.56245095,-0.70972836,-0.62059838,-0.6445893,-0.32228044,-0.38185391,-0.78633791,-0.55275965,-0.70006889,2.1476178,-0.65418363,2.4320962,-0.68841386,-0.47929955,-0.61272794,0.45211381,0.77794051,0.70079523,-0.64766002,-0.45283544,-0.59058928,-0.2924833,-0.064489625,-0.10154805,-0.62090892,-0.43193236,-0.54730368,0.72788548,1.091644,0.96741086,-0.69643229,-0.5021047,-0.6226024,-0.5589726,-0.40780011,-0.50744992,-0.61883265,-0.44336307,-0.55048877,1.3475869,1.7578349,1.6040181,-0.56513661,-0.39148784,-0.4278197,1.5314968,2.0641131,1.8189631,-0.6422737,-0.0822592,-0.8545672,2.568876
16908,-0.38385624,-0.5973689,-0.25927272,0.72541928,-0.69473714,1.0902792,0.65101045,-0.34197143,-0.56245095,-0.24038607,-0.42475492,-0.6445893,-0.1372824,-0.45217142,-0.38109621,-0.55275965,-0.25308505,0.80532944,-0.65418363,0.77474529,-0.35244712,-0.47929955,-0.25300467,0.54046893,0.86669648,0.5160051,-0.30876508,-0.45283544,-0.22597164,-0.2634955,-0.036476012,-0.27374044,-0.34551299,-0.43193236,-0.24902007,0.55664271,0.90899503,0.56379551,-0.69643229,-0.5021047,-0.6226024,-0.34016642,-0.40780011,-0.27378869,-0.61883265,-0.44336307,-0.55048877,-0.48215765,-0.15693402,-0.54581219,-0.60508949,-0.43112734,-0.64590001,0.11696241,0.50248027,0.08351361,-0.6422737,0.4351372,-0.2246667,1.188327
